,education,income,income_work,income_rent,income_capital,race,gender,weight,age,occupation,uf
42530,0.0,,,,,4,2,486.0,45.0,,15
42531,1.0,622.0,,,,4,1,486.0,72.0,,15
42532,0.0,70.0,,,70.0,4,2,487.0,58.0,,15
42533,8.0,300.0,300.0,,,4,1,487.0,31.0,6129.0,15
42534,6.0,,,,,4,1,487.0,14.0,,15
42535,0.0,622.0,,,,4,1,487.0,65.0,,15
42536,0.0,622.0,,,,4,2,487.0,60.0,,15
42537,5.0,,,,,4,1,486.0,20.0,,15
42538,0.0,402.0,300.0,,102.0,4,1,486.0,57.0,6129.0,15
42539,3.0,,,,,4,2,487.0,52.0,6229.0,15
42540,4.0,,,,,4,1,487.0,15.0,,15
42541,7.0,600.0,600.0,,,4,1,486.0,38.0,5211.0,15
42542,6.0,182.0,,,182.0,4,2,487.0,28.0,,15
42543,0.0,,,,,4,1,486.0,3.0,,15
42544,0.0,,,,,4,1,486.0,1.0,,15
42545,3.0,622.0,,,,4,1,487.0,44.0,,15
42546,0.0,622.0,,,,4,2,487.0,58.0,,15
42547,7.0,,,,,4,2,486.0,18.0,,15
42548,2.0,,,,,4,1,486.0,11.0,,15
42549,0.0,,,,,4,2,486.0,3.0,,15
42550,0.0,622.0,,,,4,1,486.0,73.0,,15
42551,0.0,622.0,,,,4,2,487.0,59.0,,15
42552,1.0,,,,,4,1,487.0,10.0,,15
42553,4.0,400.0,400.0,,,4,1,487.0,38.0,6129.0,15
42554,4.0,382.0,,,382.0,4,2,487.0,38.0,6229.0,15
42555,4.0,,,,,4,1,487.0,16.0,,15
42556,4.0,,,,,4,1,487.0,14.0,,15
42557,0.0,,,,,4,1,486.0,1.0,,15
42558,15.0,1200.0,1200.0,,,4,1,487.0,40.0,2312.0,15
42559,10.0,,,,,4,2,487.0,29.0,,15
42560,4.0,,,,,4,1,487.0,11.0,,15
42561,1.0,,,,,4,1,487.0,6.0,,15
42562,0.0,,,,,4,1,487.0,5.0,,15
42563,0.0,600.0,600.0,,,4,2,486.0,53.0,5243.0,15
42564,11.0,600.0,600.0,,,4,1,487.0,30.0,7823.0,15
42565,14.0,800.0,800.0,,,4,2,487.0,26.0,1123.0,15
42566,0.0,,,,,4,1,487.0,24.0,,15
42567,8.0,400.0,400.0,,,2,1,487.0,22.0,5211.0,15
42568,0.0,622.0,,,,4,2,486.0,59.0,,15
42569,7.0,,,,,4,2,487.0,27.0,,15
42570,4.0,,,,,4,2,487.0,13.0,,15
42571,4.0,,,,,4,2,486.0,13.0,,15
42572,6.0,200.0,200.0,,,4,1,487.0,25.0,6129.0,15
42573,5.0,164.0,,,164.0,4,2,486.0,23.0,,15
42574,0.0,,,,,4,2,486.0,4.0,,15
42575,0.0,,,,,4,2,487.0,2.0,,15
42576,5.0,722.0,722.0,,,16,1,486.0,59.0,4121.0,15
42577,11.0,200.0,200.0,,,16,2,487.0,21.0,3311.0,15
42578,10.0,360.0,360.0,,,16,1,487.0,19.0,4221.0,15
42579,3.0,622.0,,,,4,2,487.0,81.0,,15
42580,0.0,,,,,4,1,487.0,58.0,,15
42581,15.0,,,,,4,1,486.0,23.0,,15
42582,10.0,,,,,4,1,486.0,20.0,,15
42583,14.0,2582.0,2582.0,,,4,2,487.0,37.0,2313.0,15
42584,5.0,,,,,16,1,487.0,27.0,,15
42585,10.0,,,,,4,1,487.0,18.0,,15
42586,7.0,,,,,4,2,486.0,16.0,,15
42587,7.0,,,,,4,1,487.0,15.0,,15
42588,3.0,134.0,,,134.0,16,2,486.0,28.0,,15
42589,0.0,622.0,,,622.0,4,1,487.0,24.0,,15
42590,2.0,,,,,4,1,486.0,9.0,,15
42591,1.0,,,,,4,1,487.0,7.0,,15
42592,14.0,300.0,300.0,,,4,1,486.0,44.0,6129.0,15
42593,,202.0,,,202.0,4,2,487.0,40.0,6229.0,15
42594,3.0,,,,,4,2,487.0,11.0,,15
42595,1.0,,,,,4,1,486.0,9.0,,15
42596,0.0,,,,,4,1,486.0,6.0,,15
42597,0.0,300.0,300.0,,,4,1,487.0,62.0,6329.0,15
42598,7.0,600.0,,,,4,2,486.0,32.0,,15
42599,0.0,,,,,4,1,486.0,5.0,,15
42600,0.0,,,,,4,1,486.0,1.0,,15
42601,3.0,260.0,,,260.0,4,2,487.0,42.0,,15
42602,3.0,300.0,300.0,,,16,1,487.0,35.0,7170.0,15
42603,7.0,,,,,4,2,487.0,18.0,,15
42604,2.0,,,,,4,1,486.0,16.0,,15
42605,1.0,,,,,4,1,487.0,14.0,,15
42606,0.0,,,,,4,1,487.0,11.0,,15
42607,2.0,,,,,16,2,487.0,9.0,,15
42608,0.0,,,,,16,1,487.0,7.0,,15
42609,0.0,102.0,,,102.0,4,2,487.0,33.0,,15
42610,5.0,200.0,200.0,,,16,1,487.0,27.0,6229.0,15
42611,0.0,,,,,4,2,487.0,5.0,,15
42612,0.0,,,,,4,2,487.0,5.0,,15
42613,0.0,,,,,4,2,487.0,7.0,,15
42614,2.0,,,,,4,1,487.0,64.0,,15
42615,0.0,,,,,4,2,486.0,57.0,,15
42616,13.0,1800.0,1800.0,,,4,1,487.0,49.0,2312.0,15
42617,3.0,,,,,4,2,487.0,47.0,,15
42618,11.0,1800.0,1800.0,,,4,1,487.0,22.0,5211.0,15
42619,9.0,,,,,4,1,487.0,19.0,5211.0,15
42620,6.0,,,,,4,2,487.0,17.0,,15
42621,5.0,,,,,4,1,487.0,14.0,,15
42622,4.0,,,,,4,2,486.0,12.0,,15
42623,,300.0,300.0,,,4,1,486.0,39.0,6129.0,15
42624,11.0,166.0,,,166.0,4,2,487.0,31.0,6229.0,15
42625,3.0,,,,,4,2,486.0,10.0,,15
42626,0.0,,,,,4,1,486.0,7.0,,15
42627,0.0,,,,,4,1,487.0,4.0,,15
42628,15.0,1400.0,1400.0,,,4,1,487.0,36.0,2312.0,15
42629,12.0,1800.0,1800.0,,,4,2,486.0,35.0,2312.0,15
42630,0.0,,,,,4,2,487.0,4.0,,15
42631,0.0,,,,,4,1,487.0,2.0,,15
42632,5.0,586.0,350.0,,236.0,4,1,487.0,46.0,6129.0,15
42633,2.0,,,,,4,2,486.0,42.0,6229.0,15
42634,5.0,,,,,4,2,486.0,15.0,,15
42635,4.0,,,,,4,2,486.0,13.0,,15
42636,3.0,,,,,4,2,487.0,10.0,,15
42637,4.0,320.0,320.0,,,4,1,487.0,54.0,6129.0,15
42638,3.0,622.0,,,,4,2,487.0,60.0,,15
42639,11.0,400.0,400.0,,,4,1,487.0,24.0,6129.0,15
42640,0.0,,,,,4,1,487.0,2.0,,15
42641,0.0,622.0,,,,4,2,487.0,87.0,,15
42642,0.0,300.0,300.0,,,4,1,486.0,58.0,6129.0,15
42643,5.0,300.0,300.0,,,4,1,486.0,32.0,6129.0,15
42644,6.0,102.0,,,102.0,4,2,487.0,34.0,6229.0,15
42645,0.0,,,,,4,1,486.0,62.0,,15
42646,0.0,622.0,,,,4,2,487.0,63.0,,15
42647,0.0,622.0,,,,4,1,486.0,77.0,,15
42648,4.0,134.0,,,134.0,4,2,487.0,36.0,,15
42649,7.0,,,,,4,1,487.0,15.0,,15
42650,6.0,,,,,4,2,487.0,12.0,,15
42651,11.0,2500.0,,,,4,2,487.0,50.0,,15
42652,5.0,800.0,800.0,,,1,1,487.0,52.0,7156.0,15
42653,4.0,812.0,,190.0,190.0,16,2,486.0,64.0,,15
42654,15.0,4100.0,4100.0,,,4,2,486.0,31.0,2321.0,15
42655,15.0,1053.0,1053.0,,,2,1,487.0,28.0,5211.0,15
42656,0.0,,,,,4,1,486.0,0.0,,15
42657,15.0,4100.0,4100.0,,,16,2,487.0,29.0,2321.0,15
42658,2.0,872.0,250.0,,,4,2,486.0,63.0,5243.0,15
42659,2.0,,,,,4,1,487.0,11.0,,15
42660,0.0,,,,,4,1,487.0,8.0,,15
42661,11.0,522.0,420.0,,102.0,4,1,487.0,39.0,7156.0,15
42662,4.0,,,,,4,1,486.0,9.0,,15
42663,15.0,800.0,800.0,,,4,2,486.0,37.0,7820.0,15
42664,10.0,100.0,100.0,,,4,1,486.0,23.0,2622.0,15
42665,4.0,,,,,4,1,487.0,14.0,,15
42666,5.0,5000.0,5000.0,,,4,1,486.0,58.0,1219.0,15
42667,11.0,30.0,,,30.0,4,2,487.0,54.0,1320.0,15
42668,7.0,5.0,,,5.0,4,2,486.0,14.0,,15
42669,6.0,1000.0,1000.0,,,4,1,487.0,44.0,1320.0,15
42670,4.0,38.0,,,38.0,4,2,487.0,38.0,5211.0,15
42671,11.0,,,,,4,1,486.0,22.0,5211.0,15
42672,9.0,,,,,4,1,487.0,17.0,5211.0,15
42673,8.0,,,,,4,1,487.0,15.0,5211.0,15
42674,13.0,,,,,4,1,487.0,22.0,5211.0,15
42675,0.0,,,,,4,2,487.0,6.0,,15
42676,4.0,640.0,640.0,,,16,1,487.0,50.0,6139.0,15
42677,10.0,800.0,800.0,,,4,2,487.0,56.0,5199.0,15
42678,13.0,1950.0,1200.0,,,16,2,487.0,32.0,5161.0,15
42679,4.0,,,,,4,1,487.0,11.0,,15
42680,0.0,,,,,16,2,486.0,5.0,,15
42681,8.0,350.0,350.0,,,4,1,486.0,48.0,6319.0,15
42682,11.0,900.0,900.0,,,16,2,487.0,50.0,4110.0,15
42683,10.0,160.0,160.0,,,4,2,487.0,39.0,7613.0,15
42684,7.0,700.0,700.0,,,16,1,486.0,48.0,7152.0,15
42685,1.0,800.0,,,,4,1,487.0,86.0,,15
42686,4.0,622.0,,,,16,2,486.0,79.0,,15
42687,15.0,,,,,4,2,487.0,37.0,,15
42688,11.0,622.0,,,,16,2,487.0,72.0,,15
42689,4.0,722.0,100.0,,,16,1,487.0,75.0,7683.0,15
42690,11.0,750.0,750.0,,,16,2,487.0,46.0,4110.0,15
42691,15.0,1300.0,1300.0,,,16,2,486.0,45.0,2311.0,15
42692,5.0,860.0,720.0,,140.0,4,2,487.0,53.0,3321.0,15
42693,8.0,,,,,2,1,487.0,19.0,,15
42694,3.0,,,,,4,2,487.0,17.0,,15
42695,11.0,120.0,120.0,,,16,2,487.0,34.0,2625.0,15
42696,0.0,,,,,4,1,486.0,7.0,,15
42697,9.0,900.0,900.0,,,4,2,487.0,58.0,4110.0,15
42698,11.0,552.0,400.0,,102.0,4,2,487.0,33.0,5132.0,15
42699,11.0,700.0,700.0,,,4,1,487.0,24.0,5161.0,15
42700,1.0,,,,,4,2,486.0,8.0,,15
42701,7.0,100.0,,,,4,2,487.0,64.0,,15
42702,8.0,166.0,,,166.0,16,2,486.0,30.0,,15
42703,2.0,,,,,2,2,487.0,11.0,,15
42704,0.0,,,,,16,2,487.0,6.0,,15
42705,4.0,2300.0,,600.0,600.0,4,2,487.0,49.0,,15
42706,12.0,380.0,380.0,,,4,1,487.0,23.0,2391.0,15
42707,10.0,,,,,4,1,486.0,20.0,,15
42708,11.0,1400.0,1400.0,,,4,1,487.0,41.0,5173.0,15
42709,11.0,150.0,150.0,,,4,2,487.0,26.0,5211.0,15
42710,2.0,,,,,4,2,486.0,10.0,,15
42711,2.0,,,,,4,1,487.0,9.0,,15
42712,11.0,162.0,60.0,,102.0,4,2,486.0,48.0,5211.0,15
42713,3.0,,,,,4,2,487.0,23.0,5211.0,15
42714,4.0,,,,,16,1,487.0,11.0,,15
42715,0.0,1200.0,,,,16,1,487.0,94.0,,15
42716,0.0,622.0,,,,16,2,487.0,66.0,,15
42717,4.0,,,,,4,2,487.0,49.0,,15
42718,4.0,900.0,900.0,,,4,1,486.0,47.0,9913.0,15
42719,2.0,622.0,,,,4,2,487.0,60.0,,15
42720,7.0,,,,,4,1,487.0,14.0,,15
42721,1.0,622.0,,,,4,2,487.0,73.0,,15
42722,7.0,300.0,300.0,,,4,1,487.0,23.0,7170.0,15
42723,14.0,1300.0,,,,4,2,486.0,72.0,,15
42724,11.0,1350.0,1200.0,150.0,150.0,16,1,487.0,43.0,9913.0,15
42725,15.0,2600.0,2600.0,,,16,2,486.0,43.0,2312.0,15
42726,8.0,1065.0,1065.0,,,4,1,487.0,29.0,5141.0,15
42727,15.0,1450.0,1450.0,,,4,2,486.0,35.0,2311.0,15
42728,3.0,,,,,4,1,487.0,10.0,,15
42729,0.0,,,,,4,2,486.0,7.0,,15
42730,8.0,750.0,750.0,,,4,1,487.0,26.0,7170.0,15
42731,11.0,200.0,200.0,,,2,2,487.0,25.0,7682.0,15
42732,0.0,,,,,4,2,486.0,4.0,,15
42733,0.0,,,,,4,2,487.0,0.0,,15
42734,3.0,1030.0,250.0,,180.0,4,2,487.0,41.0,5121.0,15
42735,2.0,,,,,4,2,487.0,12.0,,15
42736,0.0,,,,,4,1,487.0,9.0,,15
42737,0.0,,,,,4,2,486.0,8.0,,15
42738,0.0,,,,,4,1,486.0,6.0,,15
42739,0.0,,,,,4,1,487.0,2.0,,15
42740,8.0,,,,,4,2,486.0,15.0,,15
42741,0.0,,,,,16,2,486.0,0.0,,15
42742,4.0,,,,,4,2,487.0,15.0,,15
42743,0.0,,,,,4,2,487.0,0.0,,15
42744,4.0,1200.0,1200.0,,,4,1,486.0,42.0,1310.0,15
42745,3.0,542.0,300.0,,242.0,4,2,487.0,34.0,5121.0,15
42746,9.0,250.0,250.0,,,4,2,486.0,17.0,5121.0,15
42747,7.0,,,,,4,2,486.0,15.0,,15
42748,5.0,150.0,150.0,,,4,1,487.0,14.0,5243.0,15
42749,5.0,,,,,4,2,486.0,13.0,,15
42750,4.0,,,,,4,2,486.0,10.0,,15
42751,0.0,1300.0,1300.0,,,4,1,486.0,48.0,1310.0,15
42752,4.0,,,,,4,2,486.0,24.0,,15
42753,2.0,,,,,4,2,487.0,9.0,,15
42754,0.0,,,,,4,1,486.0,7.0,,15
42755,0.0,,,,,4,2,487.0,4.0,,15
42756,0.0,,,,,4,1,486.0,2.0,,15
42757,3.0,,,,,4,2,486.0,10.0,,15
42758,4.0,270.0,200.0,,70.0,4,2,486.0,56.0,5211.0,15
42759,8.0,900.0,900.0,,,4,1,487.0,35.0,5211.0,15
42760,9.0,900.0,900.0,,,4,1,487.0,22.0,5211.0,15
42761,3.0,1322.0,700.0,,,16,2,487.0,67.0,8411.0,15
42762,5.0,,,,,4,1,486.0,17.0,8411.0,15
42763,0.0,300.0,300.0,,,2,2,486.0,58.0,5121.0,15
42764,11.0,650.0,650.0,,,2,2,486.0,22.0,5211.0,15
42765,4.0,134.0,,,134.0,2,2,486.0,25.0,,15
42766,0.0,,,,,2,1,486.0,8.0,,15
42767,0.0,,,,,2,1,487.0,5.0,,15
42768,2.0,622.0,622.0,,,4,1,487.0,31.0,7152.0,15
42769,2.0,205.0,,,205.0,4,2,487.0,46.0,,15
42770,10.0,500.0,500.0,,,4,1,486.0,20.0,5132.0,15
42771,7.0,,,,,4,1,487.0,18.0,,15
42772,7.0,,,,,4,2,487.0,14.0,,15
42773,5.0,,,,,4,1,487.0,13.0,,15
42774,2.0,,,,,4,1,487.0,10.0,,15
42775,4.0,622.0,,,,4,2,487.0,71.0,,15
42776,3.0,1822.0,1200.0,,,4,1,486.0,52.0,5211.0,15
42777,0.0,,,,,4,2,487.0,7.0,,15
42778,1.0,750.0,750.0,,,4,1,486.0,36.0,7170.0,15
42779,8.0,2200.0,2200.0,,,4,1,487.0,42.0,1320.0,15
42780,11.0,700.0,700.0,,,4,2,487.0,40.0,4110.0,15
42781,8.0,858.0,622.0,,236.0,16,2,487.0,34.0,8711.0,15
42782,4.0,,,,,16,2,487.0,12.0,,15
42783,2.0,,,,,16,1,486.0,10.0,,15
42784,0.0,,,,,4,1,487.0,1.0,,15
42785,15.0,2300.0,2300.0,,,2,1,487.0,27.0,3115.0,15
42786,15.0,1300.0,1300.0,,,4,2,486.0,27.0,2312.0,15
42787,0.0,,,,,4,1,486.0,2.0,,15
42788,11.0,1114.0,1114.0,,,2,1,486.0,23.0,4101.0,15
42789,11.0,622.0,622.0,,,4,2,487.0,22.0,5169.0,15
42790,15.0,3500.0,3500.0,,,4,1,486.0,48.0,2124.0,15
42791,15.0,2000.0,2000.0,,,4,2,487.0,49.0,3516.0,15
42792,11.0,4300.0,4300.0,,,4,1,487.0,36.0,9113.0,15
42793,11.0,800.0,800.0,,,4,2,486.0,37.0,5161.0,15
42794,8.0,,,,,4,2,486.0,15.0,,15
42795,0.0,,,,,4,2,487.0,4.0,,15
42796,11.0,1900.0,1900.0,,,4,1,487.0,49.0,8611.0,15
42797,11.0,990.0,990.0,,,4,2,486.0,49.0,4121.0,15
42798,9.0,,,,,4,1,487.0,17.0,,15
42799,4.0,,,,,4,1,486.0,12.0,,15
42800,11.0,5220.0,5220.0,,,2,1,486.0,45.0,3522.0,15
42801,11.0,1086.0,1086.0,,,16,2,487.0,45.0,4110.0,15
42802,15.0,2500.0,2500.0,,,4,1,486.0,23.0,2522.0,15
42803,5.0,,,,,2,1,487.0,14.0,,15
42804,15.0,3700.0,3700.0,,,4,2,487.0,33.0,1320.0,15
42805,15.0,1700.0,1700.0,,,16,1,486.0,32.0,4110.0,15
42806,0.0,,,,,16,2,486.0,7.0,,15
42807,11.0,622.0,622.0,,,4,2,487.0,29.0,5162.0,15
42808,11.0,3700.0,3700.0,,,4,1,487.0,52.0,7112.0,15
42809,13.0,400.0,400.0,,,16,1,486.0,24.0,7823.0,15
42810,11.0,102.0,,,102.0,4,2,487.0,21.0,,15
42811,0.0,,,,,16,2,487.0,0.0,,15
42812,15.0,2800.0,2800.0,,,16,1,486.0,37.0,1320.0,15
42813,12.0,1300.0,1300.0,,,16,2,487.0,34.0,2124.0,15
42814,2.0,,,,,16,2,486.0,10.0,,15
42815,11.0,3000.0,3000.0,,,16,1,487.0,53.0,9143.0,15
42816,6.0,300.0,300.0,,,4,2,486.0,42.0,5243.0,15
42817,4.0,1320.0,950.0,,170.0,4,2,487.0,29.0,5211.0,15
42818,3.0,,,,,4,2,487.0,11.0,,15
42819,0.0,,,,,4,1,487.0,2.0,,15
42820,12.0,1000.0,1000.0,,,4,1,487.0,34.0,5211.0,15
42821,12.0,132.0,,,132.0,16,2,487.0,29.0,,15
42822,0.0,,,,,16,1,487.0,7.0,,15
42823,0.0,,,,,16,1,487.0,0.0,,15
42824,8.0,150.0,150.0,,,4,2,487.0,17.0,5121.0,15
42825,5.0,902.0,800.0,,102.0,16,1,487.0,20.0,7832.0,15
42826,1.0,,,,,16,2,487.0,17.0,,15
42827,0.0,,,,,16,1,486.0,1.0,,15
42828,8.0,600.0,600.0,,,4,2,486.0,25.0,5121.0,15
42829,0.0,800.0,800.0,,,4,1,487.0,31.0,7170.0,15
42830,3.0,,,,,4,2,486.0,30.0,,15
42831,1.0,,,,,4,1,487.0,9.0,,15
42832,0.0,,,,,4,2,486.0,6.0,,15
42833,3.0,,,,,4,1,486.0,33.0,,15
42834,0.0,282.0,,,282.0,4,2,487.0,32.0,,15
42835,4.0,,,,,4,1,487.0,18.0,,15
42836,1.0,,,,,4,1,486.0,10.0,,15
42837,0.0,,,,,4,2,487.0,6.0,,15
42838,0.0,,,,,4,2,486.0,4.0,,15
42839,0.0,,,,,4,1,487.0,35.0,,15
42840,0.0,103.0,,,103.0,4,2,487.0,32.0,,15
42841,4.0,,,,,4,2,487.0,13.0,,15
42842,0.0,622.0,,,,4,2,486.0,58.0,,15
42843,3.0,258.0,,,258.0,4,2,487.0,37.0,,15
42844,3.0,900.0,900.0,,,16,1,486.0,20.0,6229.0,15
42845,4.0,,,,,4,2,486.0,26.0,,15
42846,0.0,,,,,4,1,487.0,0.0,,15
42847,0.0,,,,,4,2,487.0,0.0,,15
42848,11.0,2600.0,2600.0,,,2,1,486.0,43.0,5174.0,15
42849,1.0,1040.0,900.0,,140.0,2,2,486.0,44.0,5121.0,15
42850,1.0,450.0,450.0,,,4,1,487.0,20.0,7170.0,15
42851,8.0,,,,,4,2,486.0,17.0,,15
42852,8.0,100.0,100.0,,,4,2,486.0,15.0,5161.0,15
42853,0.0,622.0,,,,16,1,487.0,64.0,,15
42854,0.0,,,,,4,2,486.0,60.0,6210.0,15
42855,0.0,622.0,,,,4,1,487.0,66.0,6210.0,15
42856,4.0,450.0,450.0,,,4,1,486.0,57.0,6229.0,15
42857,6.0,,,,,4,2,486.0,22.0,6210.0,15
42858,0.0,,,,,4,2,486.0,1.0,,15
42859,3.0,250.0,250.0,,,4,1,486.0,44.0,6410.0,15
42860,2.0,,,,,4,2,487.0,47.0,6239.0,15
42861,9.0,230.0,230.0,,,4,1,486.0,19.0,7170.0,15
42862,5.0,,,,,4,1,486.0,16.0,6210.0,15
42863,5.0,900.0,900.0,,,16,1,486.0,29.0,6410.0,15
42864,3.0,174.0,40.0,,134.0,16,2,486.0,27.0,6139.0,15
42865,0.0,,,,,16,1,486.0,5.0,,15
42866,0.0,,,,,16,1,487.0,4.0,,15
42867,3.0,890.0,50.0,840.0,840.0,2,1,487.0,55.0,6129.0,15
42868,14.0,1615.0,1545.0,,70.0,4,2,487.0,37.0,2312.0,15
42869,8.0,102.0,,,102.0,4,2,486.0,18.0,,15
42870,0.0,,,,,4,2,486.0,1.0,,15
42871,4.0,434.0,300.0,,134.0,4,1,486.0,31.0,6239.0,15
42872,3.0,,,,,4,2,487.0,22.0,6239.0,15
42873,0.0,,,,,4,1,487.0,5.0,,15
42874,0.0,,,,,4,1,486.0,2.0,,15
42875,0.0,,,,,4,2,486.0,2.0,,15
42876,5.0,180.0,180.0,,,4,1,487.0,38.0,6110.0,15
42877,11.0,1054.0,850.0,,204.0,4,2,486.0,39.0,3522.0,15
42878,8.0,,,,,4,1,486.0,17.0,,15
42879,9.0,,,,,16,1,486.0,15.0,,15
42880,5.0,,,,,16,2,487.0,14.0,,15
42881,1.0,,,,,4,1,487.0,10.0,,15
42882,0.0,933.0,933.0,,,4,1,487.0,57.0,6139.0,15
42883,0.0,264.0,100.0,,164.0,4,2,487.0,45.0,5211.0,15
42884,0.0,,,,,4,1,487.0,4.0,,15
42885,0.0,450.0,450.0,,,4,1,487.0,56.0,6210.0,15
42886,0.0,740.0,600.0,,140.0,4,1,487.0,43.0,6129.0,15
42887,3.0,150.0,150.0,,,4,2,487.0,39.0,5211.0,15
42888,1.0,,,,,16,2,486.0,9.0,,15
42889,0.0,,,,,4,1,486.0,8.0,,15
42890,0.0,,,,,16,1,487.0,2.0,,15
42891,1.0,1300.0,1300.0,,,4,1,487.0,55.0,6110.0,15
42892,0.0,,,,,4,2,486.0,49.0,,15
42893,5.0,,,,,4,1,486.0,31.0,6210.0,15
42894,4.0,,,,,4,2,487.0,30.0,6210.0,15
42895,0.0,622.0,,,622.0,4,1,487.0,14.0,,15
42896,0.0,1422.0,800.0,,,16,1,487.0,69.0,8411.0,15
42897,9.0,,,,,16,2,487.0,38.0,8411.0,15
42898,7.0,230.0,,,130.0,16,2,487.0,21.0,8411.0,15
42899,0.0,,,,,4,2,487.0,6.0,,15
42900,0.0,,,,,4,1,487.0,3.0,,15
42901,3.0,1122.0,500.0,,,2,1,486.0,63.0,6139.0,15
42902,9.0,100.0,,,,4,2,486.0,52.0,6229.0,15
42903,4.0,300.0,300.0,,,4,1,486.0,20.0,6239.0,15
42904,0.0,,,,,2,2,486.0,3.0,,15
42905,7.0,1700.0,1700.0,,,16,1,487.0,46.0,6139.0,15
42906,10.0,,,,,16,2,486.0,47.0,6239.0,15
42907,5.0,,,,,16,2,486.0,19.0,6239.0,15
42908,11.0,920.0,920.0,,,16,1,486.0,23.0,7731.0,15
42909,9.0,,,,,4,2,487.0,19.0,6239.0,15
42910,0.0,622.0,,,,2,2,486.0,70.0,6239.0,15
42911,3.0,200.0,200.0,,,16,1,487.0,36.0,6229.0,15
42912,10.0,134.0,,,134.0,2,2,487.0,26.0,6239.0,15
42913,3.0,,,,,4,2,487.0,11.0,,15
42914,0.0,,,,,4,1,486.0,7.0,,15
42915,0.0,722.0,100.0,,,16,1,486.0,74.0,6110.0,15
42916,0.0,622.0,,,,16,2,487.0,72.0,6239.0,15
42917,8.0,350.0,350.0,,,4,1,487.0,29.0,6229.0,15
42918,8.0,92.0,,,92.0,4,2,487.0,21.0,6229.0,15
42919,0.0,,,,,4,1,487.0,4.0,,15
42920,0.0,,,,,4,2,486.0,2.0,,15
42921,2.0,200.0,200.0,,,16,1,487.0,41.0,6229.0,15
42922,4.0,,,,,16,2,487.0,34.0,6239.0,15
42923,9.0,622.0,622.0,,,16,2,486.0,17.0,4211.0,15
42924,5.0,,,,,16,1,486.0,15.0,,15
42925,2.0,1500.0,1500.0,,,4,1,487.0,34.0,8492.0,15
42926,8.0,306.0,100.0,,206.0,4,2,486.0,22.0,5243.0,15
42927,0.0,,,,,16,1,487.0,1.0,,15
42928,2.0,150.0,150.0,,,4,1,486.0,51.0,6139.0,15
42929,2.0,1313.0,,,102.0,4,2,487.0,50.0,,15
42930,6.0,1200.0,1200.0,,,16,1,487.0,17.0,8492.0,15
42931,0.0,,,,,4,2,487.0,29.0,,15
42932,3.0,700.0,700.0,,,2,1,486.0,36.0,6139.0,15
42933,6.0,194.0,60.0,,134.0,16,2,486.0,25.0,6139.0,15
42934,0.0,,,,,4,1,487.0,4.0,,15
42935,0.0,,,,,4,2,486.0,1.0,,15
42936,3.0,1100.0,1100.0,,,4,1,487.0,28.0,6139.0,15
42937,4.0,,,,,4,2,487.0,22.0,,15
42938,0.0,166.0,,,166.0,4,1,487.0,65.0,,15
42939,0.0,622.0,,,622.0,4,2,487.0,15.0,,15
42940,2.0,,,,,4,2,487.0,13.0,,15
42941,1.0,,,,,4,2,486.0,10.0,,15
42942,0.0,700.0,700.0,,,4,1,486.0,49.0,6229.0,15
42943,3.0,218.0,,,218.0,4,2,486.0,44.0,,15
42944,6.0,,,,,4,2,487.0,17.0,,15
42945,7.0,,,,,4,2,487.0,15.0,,15
42946,3.0,,,,,4,1,486.0,12.0,,15
42947,0.0,700.0,700.0,,,4,1,486.0,53.0,5243.0,15
42948,7.0,310.0,,,310.0,4,2,486.0,33.0,,15
42949,7.0,,,,,4,2,486.0,18.0,,15
42950,3.0,,,,,4,2,486.0,14.0,,15
42951,3.0,,,,,4,2,487.0,13.0,,15
42952,3.0,,,,,4,2,486.0,15.0,,15
42953,0.0,622.0,,,,4,1,487.0,63.0,,15
42954,0.0,108.0,,,108.0,2,2,486.0,39.0,,15
42955,9.0,350.0,350.0,,,2,2,487.0,17.0,5211.0,15
42956,10.0,,,,,4,2,487.0,23.0,,15
42957,0.0,1000.0,1000.0,,,4,1,487.0,28.0,6210.0,15
42958,0.0,,,,,4,2,486.0,0.0,,15
42959,2.0,600.0,600.0,,,16,2,487.0,38.0,5132.0,15
42960,5.0,500.0,500.0,,,4,2,486.0,20.0,5121.0,15
42961,0.0,,,,,4,2,486.0,2.0,,15
42962,4.0,133.0,,,133.0,4,2,486.0,20.0,,15
42963,0.0,,,,,4,2,487.0,6.0,,15
42964,0.0,,,,,4,1,487.0,3.0,,15
42965,2.0,1000.0,1000.0,,,2,1,487.0,24.0,7731.0,15
42966,4.0,,,,,16,2,487.0,24.0,,15
42967,0.0,,,,,4,2,487.0,6.0,,15
42968,5.0,950.0,950.0,,,4,1,486.0,29.0,7153.0,15
42969,3.0,112.0,,,112.0,4,2,487.0,20.0,,15
42970,0.0,,,,,4,2,486.0,3.0,,15
42971,5.0,1500.0,1500.0,,,4,1,487.0,44.0,7152.0,15
42972,0.0,622.0,,,,4,1,487.0,71.0,6210.0,15
42973,11.0,600.0,600.0,,,16,1,487.0,20.0,6139.0,15
42974,7.0,,,,,4,2,486.0,23.0,6229.0,15
42975,0.0,,,,,4,2,487.0,2.0,,15
42976,4.0,900.0,900.0,,,4,1,487.0,44.0,6129.0,15
42977,3.0,460.0,,,460.0,4,2,487.0,35.0,6210.0,15
42978,5.0,,,,,4,2,486.0,14.0,6210.0,15
